f1,f2,Q1,FoM1,S1,Q2,FoM2,S2
0.94395,2.3695002,39.26581,524.3337,11.291661,4.804487,26.891844,6.8531523
0.8715,2.3964999,109.22208,3984.9329,11.417153,4.0596943,20.887823,6.9188004
0.87465,2.3905,132.00447,5083.644,11.361211,4.0596943,20.887823,6.948185
0.85679996,2.3725,39.730366,546.995,11.290578,4.0596943,20.887823,6.8601823
0.87885,2.4415,65.6911,1813.1174,11.288779,4.0596943,20.887823,6.8642907
0.88725,2.4505,39.40442,531.12177,11.325955,4.0596943,20.887823,6.861027
0.94395,2.3695002,39.286606,525.3491,11.299437,4.9606385,28.154253,6.856157
0.85679996,2.3695002,39.911133,555.8,11.286848,4.770661,26.61857,6.852536
0.85679996,2.3695002,39.816742,551.19196,11.284996,4.7209945,26.217884,6.852133
0.945,2.3725,39.326286,527.3006,11.341924,4.0596943,20.887823,6.878434
0.8883,2.4475002,39.26581,524.3337,11.359428,4.1310534,21.463707,6.8597426
0.85679996,2.3695002,39.7689,548.85583,11.283569,4.692585,25.988596,6.851772
0.94395,2.3695002,39.26581,524.3337,11.290515,4.784831,26.733223,6.8529806
0.8883,2.4505,39.26581,524.3337,11.311614,4.0596943,20.887823,6.8559766
0.8757,2.3995001,57.473812,1416.835,11.334307,4.1918,21.972876,6.9657693
0.85679996,2.3695002,39.645794,542.85016,11.2810755,4.649893,25.644133,6.851281
0.87885,2.4385,58.79477,1476.7505,11.288523,4.2565765,22.4771,6.8612847
0.87675005,2.4264998,81.88107,2603.0818,11.290371,7.1580806,45.913925,6.864953
0.8725501,2.3905,107.478935,3855.981,11.301916,4.0596943,20.887823,6.8949227
0.87885,2.4325001,44.91734,801.11615,11.326519,4.2528386,22.463373,6.92447
0.85679996,2.3815,43.13936,715.72,11.406267,5.24526,30.496122,6.8852453
0.87465,2.3815,113.24183,4149.5454,11.332141,5.1009507,29.373356,6.91853
0.94185,2.3695002,39.26581,524.3337,11.279801,4.6232104,25.428892,6.851003
0.85679996,2.3725,40.65268,592.1515,11.312672,4.0596943,20.887823,6.8665104
0.8725501,2.3755,110.94697,4037.8271,11.33405,4.6197352,25.43305,6.893771
0.85785,2.3815,39.475258,534.58356,11.319522,4.6610327,25.75832,6.881543
0.88725,2.4535,39.501358,535.83246,11.29724,4.0596943,20.887823,6.8548207
0.8778,2.4355001,90.21306,3007.8015,11.284147,6.189814,38.076385,6.8590994
0.93029994,2.3695002,39.313225,526.6482,11.2965975,4.9898314,28.390482,6.8567796
0.85679996,2.3695002,39.49624,535.56104,11.280016,4.828514,27.085295,6.8529224
0.8757,2.3875,77.36163,2394.4436,11.347705,4.8871684,27.649652,6.9350085
0.87990004,2.4325001,39.26581,524.3337,11.337166,4.0596943,20.887823,6.9341555
0.85785,2.3815,39.26581,524.3337,11.371138,5.257217,30.587872,6.882045
0.87359995,2.3935,80.1428,2524.3447,11.317794,4.2409215,22.357004,6.8870616
0.85679996,2.3695002,40.256317,572.69727,11.299169,4.923791,27.855654,6.854935
0.85679996,2.3695002,39.745667,547.72705,11.284979,4.7520328,26.46839,6.852502
0.87359995,2.3785,111.0983,4060.315,11.37268,6.5442843,41.078297,6.9014807
0.85679996,2.3695002,39.85335,552.9785,11.285592,4.737095,26.347734,6.85223
0.87359995,2.4115,116.79029,4336.6387,11.36351,4.0596943,20.887823,6.9221864
0.8725501,2.3905,115.91526,4304.3,11.389127,4.0596943,20.887823,6.8806014
0.87359995,2.3815,116.012825,4301.2236,11.370259,4.667761,25.839643,6.914261
0.87675005,2.4025,63.365944,1706.6509,11.341971,5.215437,30.37939,6.9650593
0.87675005,2.4295,82.50591,2635.2332,11.297537,4.0596943,20.887823,6.8711824
0.85679996,2.3695002,39.812626,550.9909,11.284906,4.715726,26.175352,6.852061
0.87990004,2.4415,39.26581,524.3337,11.370413,4.0596943,20.887823,6.868175
0.85679996,2.3725,39.464466,534.0082,11.275578,4.0596943,20.887823,6.854833
0.88725,2.4415,39.411278,531.5007,11.380444,4.0596943,20.887823,6.870929
0.87359995,2.3995001,97.03241,3342.9954,11.293065,4.623104,25.47446,6.9122715
0.88095003,2.4445,39.26581,524.3337,11.4075575,4.169976,21.778337,6.8632655
0.85679996,2.3695002,39.890774,554.8061,11.286483,4.7595277,26.528742,6.852439
0.94605005,2.3785,39.559414,538.82465,11.396533,6.2630134,38.73396,6.8817205
0.94395,2.3725,39.325016,527.22644,11.3045635,4.0596943,20.887823,6.8629766
0.85679996,2.3695002,39.87028,553.80756,11.286701,4.7527976,26.474476,6.852417
0.85679996,2.3695002,39.54454,537.9195,11.283358,4.67335,25.833506,6.851693
0.8778,2.4355001,53.202785,1205.2938,11.305291,5.500332,32.516502,6.8610435
0.85679996,2.3695002,39.893047,554.9239,11.288536,4.7757535,26.659788,6.85271
0.87465,2.3815,93.42568,3179.6482,11.336221,4.58875,25.197239,6.915697
0.8778,2.4355001,102.84771,3622.7842,11.2815075,6.1794424,37.99539,6.86005
0.94185,2.3695002,39.26581,524.3337,11.278762,4.608783,25.312492,6.8508177
0.8725501,2.3785,114.8266,4240.8516,11.365403,6.189019,38.158947,6.890206
0.8757,2.4205,39.26581,524.3337,11.359072,4.0596943,20.887823,6.9736986
0.84525,2.0514998,42.567627,687.28284,11.395796,24.452944,186.13696,6.884301
0.94395,2.3725,39.26581,524.3337,11.301188,4.0596943,20.887823,6.858055
0.94395,2.3695002,39.26581,524.3337,11.295005,4.869561,27.417446,6.854094
0.85679996,2.3695002,39.71121,546.04144,11.282596,4.672795,25.828924,6.8515606
0.93135,2.3755,39.272034,524.6395,11.354291,4.1599894,21.701061,6.888233
1.0017,2.4205,50.617928,1084.1906,11.389572,4.0596943,20.887823,6.932036
0.88725,2.4535,39.402298,530.98834,11.285874,4.093654,21.161575,6.8528852
0.8883,2.4505,39.26581,524.3337,11.333063,4.0596943,20.887823,6.8580837
0.88725,2.4535,39.516136,536.5532,11.296768,4.0642705,20.924726,6.854408
0.85679996,2.3695002,39.90956,555.7231,11.286817,4.769777,26.61144,6.852528
0.88935006,2.4475002,39.487312,535.281,11.408816,4.0596943,20.887823,6.862133
0.8725501,2.3935,108.36562,3893.0315,11.285133,4.688235,25.987032,6.891463
0.8778,2.4264998,39.26581,524.3337,11.388682,7.3488736,47.650818,6.9091835
0.87885,2.4325001,92.94384,3143.631,11.293527,4.6191926,25.44592,6.916632
0.87675005,2.3995001,39.26581,524.3337,11.396008,4.2347355,22.32492,6.9632306
0.88725,2.4535,39.446278,533.1368,11.290231,4.0836554,21.080996,6.8535366
0.87885,2.4415,62.523945,1658.656,11.288804,4.0596943,20.887823,6.863765
0.88935006,2.4475002,39.608994,541.3242,11.424508,4.0596943,20.887823,6.862725
0.85785,2.3815,39.82184,551.6203,11.344805,4.0596943,20.887823,6.8809295
0.8757,2.3935,91.257645,3069.8784,11.323876,4.990467,28.51217,6.9495587
0.85679996,2.3695002,39.92259,556.3671,11.289274,4.7931137,26.799889,6.852878
0.88935006,2.4445,39.634594,542.61194,11.434557,4.2959957,22.795614,6.8622665
0.8715,2.3875,112.40815,4143.095,11.418538,4.0596943,20.887823,6.8999
0.8778,2.4355001,80.24773,2522.9358,11.288233,5.997556,36.529858,6.8609715
0.85679996,2.3695002,39.82352,551.52704,11.286542,4.730715,26.296371,6.8522935
0.945,2.3725,39.26581,524.3337,11.320353,4.0596943,20.887823,6.865408
0.85785,2.3875,40.77273,598.7418,11.400592,4.0596943,20.887823,6.889693
0.85679996,2.3725,39.92455,556.439,11.282578,4.0596943,20.887823,6.864908
0.87675005,2.4234998,105.97987,3782.5623,11.301354,4.0596943,20.887823,6.9354687
0.8725501,2.3815,110.03483,3987.5447,11.319507,4.412391,23.74754,6.8880224
0.85679996,2.3695002,39.90356,555.4322,11.287284,4.7705636,26.617828,6.852577
0.87885,2.4205,45.687504,838.8351,11.326528,4.0596943,20.887823,6.941162
0.87359995,2.3845,94.62137,3242.7712,11.35121,5.975215,36.485092,6.9135447
0.85679996,2.3695002,39.90938,555.71533,11.287068,4.771529,26.625593,6.85256
0.88725,2.4535,39.42142,531.92224,11.287746,4.089502,21.128117,6.8531775
0.8778,2.4234998,39.26581,524.3337,11.348674,4.0596943,20.887823,6.92002
0.87990004,2.4355001,39.26581,524.3337,11.376152,6.8278713,43.313305,6.882847
0.94395,2.3695002,39.26581,524.3337,11.294687,4.8621154,27.357244,6.8539376
0.94395,2.3695002,39.26581,524.3337,11.291519,4.806695,26.910852,6.8543615
0.88935006,2.4475002,39.357788,528.8617,11.373086,4.075689,21.016914,6.8601937
0.8778,2.4355001,100.20373,3494.0332,11.281795,5.559508,32.996647,6.8622766
0.85679996,2.3725,40.412792,580.3683,11.304188,4.0596943,20.887823,6.87294
0.85679996,2.3695002,39.884342,554.4937,11.286848,4.759582,26.52921,6.8524714
0.94605005,2.3815,39.26581,524.3337,11.446735,4.0746627,21.009117,6.884353
0.87359995,2.3785,100.047165,3503.2432,11.333068,6.8746386,43.77423,6.9044766
0.87359995,2.3875,105.109436,3746.6208,11.319814,4.0596943,20.887823,6.917231
0.88725,2.4535,39.543842,537.9118,11.300891,4.0596943,20.887823,6.85539
0.87359995,2.4025,82.01924,2608.7737,11.285825,4.4129763,23.759192,6.9025245
0.8778,2.4234998,117.754585,4362.4536,11.312743,4.0596943,20.887823,6.928055
0.93135,2.3755,39.26581,524.3337,11.367968,4.546943,24.836145,6.884419
0.85679996,2.3695002,39.79135,549.955,11.285271,4.712507,26.149414,6.8520675
0.8757,2.3875,83.193924,2683.0012,11.357147,4.2310505,22.284842,6.921032
0.87990004,2.4325001,39.26581,524.3337,11.335168,4.3727803,23.432264,6.9019876
0.8883,2.4505,39.26581,524.3337,11.340838,4.0596943,20.887823,6.8587937
0.94395,2.3725,39.296043,525.81165,11.308796,4.0596943,20.887823,6.862222
0.85679996,2.3695002,39.52921,537.1649,11.278157,4.6143804,25.357592,6.850809
0.85785,2.3815,39.362354,529.0518,11.306975,4.0596943,20.887823,6.8753085
0.87675005,2.4205,39.26581,524.3337,11.425674,4.0596943,20.887823,6.965286
0.85679996,2.3695002,39.91141,555.81384,11.286947,4.7714953,26.62531,6.852549
0.85679996,2.3695002,39.897564,555.13916,11.287079,4.766174,26.582413,6.8525414
0.94395,2.3695002,39.26581,524.3337,11.288768,4.754371,26.487387,6.8526635
0.945,2.3815,39.43378,532.66376,11.439613,4.4621124,24.15229,6.8909736
0.94395,2.3695002,39.26581,524.3337,11.284239,4.6843066,25.921926,6.8518333
0.85785,2.3875,39.863197,553.8301,11.400219,4.1059313,21.262856,6.8901653
0.94395,2.3695002,39.306747,526.33276,11.299969,4.990736,28.400465,6.858935
0.93345004,2.3815,39.49084,535.44006,11.396451,4.0596943,20.887823,6.9066677
0.87990004,2.4415,39.26581,524.3337,11.361237,4.0596943,20.887823,6.8887787
0.85679996,2.3695002,39.782005,549.4987,11.285054,4.7074146,26.108315,6.8520026
0.85679996,2.3695002,39.80109,550.4284,11.284833,4.7107987,26.135578,6.851989
0.88725,2.4535,39.434017,532.5378,11.289197,4.0860124,21.099989,6.8533816
0.87990004,2.4415,50.15822,1056.6178,11.306674,4.3426933,23.17325,6.8639097
0.94395,2.3695002,39.26581,524.3337,11.294371,4.856429,27.31132,6.8538623
0.87359995,2.3785,99.350685,3473.655,11.34702,6.6129947,41.63861,6.9020476
0.8757,2.4205,118.53203,4405.807,11.325187,4.0596943,20.887823,6.930639
0.88935006,2.4445,39.55725,538.79395,11.444199,4.2305098,22.26705,6.8628654
0.94605005,2.3755,39.724266,546.9349,11.38608,4.7561173,26.535936,6.889532
0.88725,2.4505,39.619938,541.66016,11.317707,4.0596943,20.887823,6.857007
0.8778,2.4355001,83.79469,2696.3123,11.289892,5.844733,35.301285,6.8630533
0.88095003,2.4445,39.26581,524.3337,11.421976,4.137547,21.516445,6.8629656
0.87465,2.3935,68.136696,1938.8525,11.330187,4.5320935,24.727592,6.9029217
0.8883,2.4505,39.26581,524.3337,11.339625,4.0596943,20.887823,6.858703
0.88095003,2.4445,39.26581,524.3337,11.429495,4.0596943,20.887823,6.863484
0.93135,2.3725,39.28664,525.35516,11.338183,4.0596943,20.887823,6.8794346
0.85679996,2.3695002,39.884567,554.50305,11.286355,4.7554407,26.49578,6.852417
0.85785,2.3785,39.26581,524.3337,11.337768,6.342442,39.363384,6.877185
0.88725,2.4505,39.536156,537.6483,11.377216,4.0596943,20.887823,6.8636384
0.87675005,2.4234998,55.4634,1317.8672,11.329484,4.0596943,20.887823,6.963263
0.88725,2.4535,39.465622,534.0851,11.294575,4.0596943,20.887823,6.855074
0.87885,2.4385,47.807537,941.3678,11.298474,4.0596943,20.887823,6.8617687
0.87359995,2.3815,110.161125,4020.2002,11.388263,4.1741967,21.819399,6.9085574
0.88725,2.4415,39.65007,543.1501,11.325186,4.0596943,20.887823,6.8664384
0.8883,2.4415,39.26581,524.3337,11.358485,4.0596943,20.887823,6.8737917
0.8778,2.4325001,83.6236,2688.0588,11.290277,5.2021065,30.124619,6.871068
0.88725,2.4535,39.420605,531.8824,11.287734,4.089501,21.128107,6.853171
0.87465,2.3815,99.17997,3460.404,11.332027,4.676281,25.911394,6.9171014
0.8757,2.4205,99.47563,3459.5718,11.284942,4.0596943,20.887823,6.911899
0.85785,2.3995001,42.79512,699.255,11.434402,4.487139,24.372982,6.921596
0.8778,2.4355001,101.86236,3574.736,11.281416,6.1667004,37.890728,6.859405
0.87990004,2.4415,39.26581,524.3337,11.345157,4.0596943,20.887823,6.8655286
0.945,2.3725,39.26581,524.3337,11.320076,4.0596943,20.887823,6.864021
0.93135,2.3725,39.26581,524.3337,11.336185,4.0596943,20.887823,6.8781285
0.85785,2.3875,39.631058,542.3136,11.372897,4.0596943,20.887823,6.8933144
0.8883,2.4535,39.26581,524.3337,11.30707,4.0596943,20.887823,6.855628
0.85679996,2.3695002,39.66398,543.73645,11.281165,4.6530046,25.669224,6.851307
0.85679996,2.3695002,39.629066,542.03705,11.282069,4.6556835,25.690903,6.851416
0.87675005,2.3995001,39.26581,524.3337,11.404621,4.76101,26.633253,6.9502497
0.88095003,2.4445,39.26581,524.3337,11.457531,4.0596943,20.887823,6.864265
0.88095003,2.4385,39.26581,524.3337,11.48862,4.2773066,22.645563,6.8651347
0.8778,2.4385,103.04858,3634.7932,11.287966,4.0596943,20.887823,6.872797
0.8778,2.4205,45.21,816.43384,11.35706,4.0596943,20.887823,6.9616504
0.8883,2.4505,39.26581,524.3337,11.353725,4.0596943,20.887823,6.860008
0.8883,2.4475002,39.26581,524.3337,11.412853,4.0596943,20.887823,6.8629556
0.88725,2.4535,39.41111,531.4186,11.286701,4.0918064,21.146687,6.853019
0.8778,2.4295,114.42694,4191.271,11.291901,4.0596943,20.887823,6.931479
0.94395,2.3695002,39.3303,527.481,11.294641,4.8542085,27.295551,6.855868
0.87990004,2.4415,39.26581,524.3337,11.344065,4.4853983,24.330448,6.8722215
0.85785,2.3845,39.59737,540.61414,11.35005,5.5335793,32.812347,6.8749347
0.94185,2.3695002,39.26581,524.3337,11.276957,4.582702,25.102007,6.850358
0.8778,2.4355001,101.2729,3546.0713,11.281596,6.311437,39.0568,6.85877
0.85679996,2.3725,41.10851,614.7868,11.347264,4.0596943,20.887823,6.877077
0.88725,2.4535,39.419033,531.80585,11.287876,4.088267,21.11816,6.8532176
0.87359995,2.3785,98.889404,3451.0215,11.347046,6.5739756,41.318962,6.901301
0.85679996,2.3695002,39.89587,555.0581,11.287528,4.7672205,26.59091,6.8526063
0.93135,2.3725,39.281963,525.1261,11.341435,4.0596943,20.887823,6.8815603
0.85679996,2.3695002,39.895462,555.0351,11.286617,4.762048,26.549086,6.8524733
0.88725,2.4535,39.423626,532.0311,11.289505,4.0859346,21.099363,6.8533397
0.945,2.3725,39.26581,524.3337,11.315678,4.0596943,20.887823,6.8618016
0.85785,2.3815,39.26581,524.3337,11.334142,4.1210995,21.38502,6.8796883
0.8757,2.4115,67.48744,1902.9923,11.303655,4.0596943,20.887823,6.9209576
0.94395,2.3695002,39.329033,527.42,11.29686,4.8875866,27.565086,6.8561726
0.94395,2.3695002,39.26581,524.3337,11.28696,4.7262135,26.260096,6.852302
0.8778,2.4325001,39.26581,524.3337,11.379744,4.687747,25.961342,6.8657236
0.85679996,2.3695002,39.851677,552.89685,11.285526,4.736092,26.339643,6.8522162
0.85785,2.3785,39.26581,524.3337,11.290157,5.480419,32.37018,6.8686066
0.85785,2.3875,39.814575,551.2612,11.343981,4.0596943,20.887823,6.886135
0.87885,2.4385,39.26581,524.3337,11.316421,4.0596943,20.887823,6.8598347
0.85679996,2.3695002,39.76993,548.9061,11.28358,4.6930594,25.992424,6.851776
0.88725,2.4535,39.472496,534.4189,11.2931,4.0756,21.016068,6.853959
0.88095003,2.4415,39.26581,524.3337,11.484441,4.0596943,20.887823,6.86989
0.87359995,2.4025,98.66848,3420.391,11.285466,5.047093,28.920763,6.9082804
0.88095003,2.4325001,39.26581,524.3337,11.470338,4.0987606,21.206053,6.9159894
0.87465,2.4055,122.44013,4588.9395,11.306874,6.9139395,44.157005,6.920868
0.88725,2.4535,39.409374,531.33374,11.2865305,4.0921574,21.149513,6.8529954
0.88935006,2.4475002,39.480637,534.94244,11.401388,4.0596943,20.887823,6.8617296
0.87885,2.4355001,51.52932,1123.124,11.299184,5.921284,35.914833,6.8612237
0.85679996,2.3695002,39.909233,555.7072,11.28682,4.7696686,26.610563,6.852528
0.85785,2.3845,39.6287,542.1457,11.346606,5.94272,36.13757,6.880885
0.85679996,2.3695002,39.88956,554.74677,11.286433,4.7586737,26.52185,6.8524294
0.8883,2.4505,39.26581,524.3337,11.312827,4.0596943,20.887823,6.856091
0.85679996,2.3695002,39.70854,545.91376,11.283523,4.6765704,25.859425,6.8516526
0.8725501,2.3815,107.61224,3869.1487,11.319933,4.6065955,25.330492,6.899305
0.88095003,2.4355001,39.26581,524.3337,11.464725,7.1857686,46.305035,6.9047656
0.8883,2.4475002,39.26581,524.3337,11.42245,4.0596943,20.887823,6.86538
0.8778,2.4355001,101.496864,3558.7231,11.2867775,6.0916753,37.294994,6.862964
0.94395,2.3695002,39.26581,524.3337,11.290271,4.7812467,26.70444,6.8530946
0.8778,2.4355001,95.64612,3272.295,11.283007,6.1153927,37.476677,6.8593974
0.8757,2.4234998,80.30945,2531.576,11.313638,4.300405,22.858786,6.947112
0.93345004,2.3815,39.482197,535.0164,11.398768,4.0596943,20.887823,6.9081326
0.87465,2.4205,119.67579,4453.023,11.304969,4.0596943,20.887823,6.9286695
0.8725501,2.3995001,117.69856,4377.011,11.353439,4.0596943,20.887823,6.903255
0.945,2.3725,39.26581,524.3337,11.314428,4.0596943,20.887823,6.863703
0.85679996,2.3695002,39.434143,532.532,11.275942,4.5850415,25.120897,6.8504148
0.94395,2.3695002,39.26581,524.3337,11.288467,4.7574124,26.512005,6.8527713
0.8757,2.3995001,91.72461,3090.7366,11.316814,4.648629,25.723364,6.9636836
0.88935006,2.4475002,39.42339,532.11053,11.395974,4.0596943,20.887823,6.8614326
0.88725,2.4535,39.446743,533.1608,11.291541,4.0596943,20.887823,6.85485
0.87359995,2.3875,107.63025,3879.9202,11.346628,4.0634975,20.91876,6.907212
0.94395,2.3695002,39.26581,524.3337,11.298364,4.933779,27.936382,6.8550963
0.8778,2.4325001,69.479774,1999.5499,11.298935,5.1842766,29.979206,6.8702383
0.88725,2.4535,39.480106,534.8037,11.304848,4.0596943,20.887823,6.85693
0.85679996,2.3695002,39.460262,533.80646,11.278501,4.6061954,25.291613,6.8507767
0.94395,2.3695002,39.26581,524.3337,11.293334,4.8380837,27.163172,6.853629
0.85785,2.3845,39.3935,530.5808,11.316914,5.5856085,33.24873,6.882462
0.945,2.3725,39.26581,524.3337,11.322692,4.0596943,20.887823,6.86584
0.87465,2.4025,99.06244,3445.01,11.302242,4.380825,23.51296,6.93724
0.8883,2.4505,39.26581,524.3337,11.339151,4.0596943,20.887823,6.8589287
0.8883,2.4535,39.26581,524.3337,11.30334,4.0596943,20.887823,6.8551664
0.87465,2.3845,103.29834,3664.8213,11.339511,5.774191,34.853325,6.9157367
0.88095003,2.4445,39.26581,524.3337,11.4326935,4.0596943,20.887823,6.864238
0.8778,2.4234998,94.273766,3208.408,11.293126,4.0596943,20.887823,6.9665337
0.8778,2.4355001,73.69642,2203.7354,11.289812,5.863874,35.448082,6.8598466
0.87990004,2.4415,39.983757,559.47394,11.321114,4.1513605,21.628145,6.864296
0.87359995,2.3935,111.23631,4051.3777,11.33243,4.3174424,22.98611,6.912262
0.8715,2.3845,115.89998,4323.924,11.437761,5.9416976,36.182457,6.9018545
0.8757,2.4115,104.924934,3725.4517,11.285578,4.0596943,20.887823,6.9323673
0.87359995,2.3845,87.93061,2906.5405,11.322189,6.4968514,40.704113,6.9049067
0.87990004,2.4295,39.26581,524.3337,11.38576,4.0596943,20.887823,6.9381413
0.87885,2.4385,68.8515,1969.7584,11.304472,4.0596943,20.887823,6.8812785
0.88935006,2.4445,39.57683,539.7413,11.429926,4.3281703,23.055332,6.8621445
0.87465,2.3935,113.39848,4150.612,11.315668,5.2510467,30.638657,6.9446034
0.8778,2.4325001,39.26581,524.3337,11.347563,4.5107017,24.531738,6.8667073
0.87465,2.3845,65.775696,1825.6305,11.3472595,6.4783325,40.43216,6.867621
0.85679996,2.3845,42.71828,694.38104,11.377902,5.3924084,31.685095,6.8832498
0.8883,2.4475002,39.26581,524.3337,11.3939495,4.0596943,20.887823,6.863175
0.87885,2.4325001,39.26581,524.3337,11.346795,4.355704,23.297825,6.912838
0.87885,2.4355001,42.393288,677.5544,11.329651,6.321736,39.21864,6.8846936
0.94605005,2.3755,39.414444,531.6507,11.373204,4.5231996,24.648523,6.892081
0.88095003,2.4445,39.26581,524.3337,11.409076,4.2046742,22.058409,6.8626957
0.88725,2.4505,39.392143,530.5618,11.386061,4.0596943,20.887823,6.8737764
0.85679996,2.3695002,39.391335,530.4458,11.2740965,4.697245,26.025677,6.8512144
0.87465,2.4115,115.43963,4240.4536,11.291355,4.0596943,20.887823,6.902117
0.87359995,2.3905,106.35487,3814.0557,11.33766,4.0596943,20.887823,6.9164257
0.88725,2.4535,39.464382,534.0216,11.291932,4.079257,21.045542,6.8537726
0.85785,2.3815,39.362938,529.07794,11.302606,4.0596943,20.887823,6.879041
0.87990004,2.4415,39.26581,524.3337,11.3281145,4.0596943,20.887823,6.8647614
0.93029994,2.3725,39.312847,526.63293,11.309287,4.0596943,20.887823,6.8641086
0.88935006,2.4475002,39.444736,533.1608,11.392553,4.0596943,20.887823,6.861298
0.88725,2.4535,39.47486,534.53436,11.293219,4.076053,21.019718,6.8539467
1.01115,2.6695,39.26581,524.3337,11.288104,4.2607355,22.548506,7.000075
0.87465,2.4055,64.01845,1734.5223,11.311089,6.645116,41.836906,6.8840346
0.85679996,2.3695002,39.91121,555.8047,11.287117,4.7725377,26.633732,6.8525724
0.85679996,2.3695002,39.910538,555.7713,11.286939,4.7710743,26.621918,6.8525467
0.88725,2.4535,39.52555,537.01416,11.297771,4.0605335,20.89459,6.8545327
0.94395,2.3695002,39.26581,524.3337,11.292772,4.824339,27.05213,6.8534007
0.88725,2.4535,39.422646,531.98206,11.288035,4.0876384,21.113094,6.8532906
0.87675005,2.4234998,82.037186,2614.208,11.305578,4.0596943,20.887823,6.9150352
0.87465,2.4205,39.26581,524.3337,11.368076,4.0596943,20.887823,6.947154
0.87885,2.4385,62.179043,1641.7858,11.288409,4.305044,22.868511,6.8617973
0.94395,2.3695002,39.26581,524.3337,11.286631,4.72014,26.211092,6.852241
0.85679996,2.3695002,39.359375,528.8896,11.274003,4.5839486,25.111885,6.8501186
0.8883,2.4505,39.26581,524.3337,11.397148,4.0596943,20.887823,6.872029
